Descriptor_Name,R2_Score
Original,0.886129
ExactMolWt,0.605096
MolWt,0.482969
MolLogP,0.945405
MolMR,0.889669
TPSA,0.716122
NumRotatableBonds,0.875063
HeavyAtomCount,0.893529
NumHAcceptors,0.884434
NumHDonors,0.897051
NumHeteroatoms,0.893818
NHOHCount,0.890221
NOCount,0.891332
RingCount,0.900202
NumAromaticRings,0.91022
NumSaturatedRings,0.899007
NumAliphaticRings,0.890776
CalcLabuteASA,0.79049
NumValenceElectrons,0.722187
BalabanJ,0.884946
BertzCT,0.89063
Ipc,0.922861
Kappa1,0.907741
Kappa2,0.918444
Kappa3,0.0
Kappa_all_sum,0.253171
Kappa_all_ind,0.740321
Chi0,0.922694
Chi0n,0.925556
Chi0v,0.933049
Chi1,0.928764
Chi1n,0.902639
Chi1v,0.930123
Chi2n,0.926394
Chi2v,0.932131
Chi3n,0.918056
Chi3v,0.924361
Chi4n,0.90284
Chi4v,0.908116
ChiN_,0.916424
ChiNv_,0.916893
Chi_ALL_sum,0.845463
Chi_ALL_ind,0.892839
CalcPhi,0.9078
HallKierAlpha,0.894969
CalcNumAmideBonds,0.884043
FractionCSP3,0.886395
CalcNumSpiroAtoms,0.885064
CalcNumBridgeheadAtoms,0.889778
PEOE_VSA1,0.852287
PEOE_VSA2,0.871545
PEOE_VSA3,0.882421
PEOE_VSA4,0.889238
PEOE_VSA5,0.879064
PEOE_VSA6,0.856602
PEOE_VSA7,0.878301
PEOE_VSA8,0.874823
PEOE_VSA9,0.903091
PEOE_VSA10,0.860512
PEOE_VSA11,0.877603
PEOE_VSA12,0.865779
PEOE_VSA13,0.879603
PEOE_VSA14,0.881507
PEOE_VSA_ALL_sum,0.843398
PEOE_VSA_ALL_ind,0.946087
SMR_VSA1,0.893937
SMR_VSA2,0.894897
SMR_VSA3,0.879483
SMR_VSA4,0.894207
SMR_VSA5,0.851722
SMR_VSA6,0.881593
SMR_VSA7,0.833388
SMR_VSA8,0.877778
SMR_VSA9,0.88895
SMR_VSA10,0.8771
SMR_VSA_ALL_SUM,0.424757
SMR_VSA_ALL_IND,0.912153
SlogP_VSA1,0.880026
SlogP_VSA2,0.845227
SlogP_VSA3,0.883611
SlogP_VSA4,0.875912
SlogP_VSA5,0.884902
SlogP_VSA6,0.894213
SlogP_VSA7,0.888025
SlogP_VSA8,0.88861
SlogP_VSA9,0.895664
SlogP_VSA10,0.880528
SlogP_VSA11,0.890897
SlogP_VSA12,0.865903
SlogP_VSA_ALL_sum,0.680677
SlogP_VSA_ALL_ind,0.950886
EState_VSA_EState1,0.871242
EState_VSA_EState2,0.880836
EState_VSA_EState3,0.878406
EState_VSA_EState4,0.889693
EState_VSA_EState5,0.893767
EState_VSA_EState6,0.913581
EState_VSA_EState7,0.886757
EState_VSA_EState8,0.903388
EState_VSA_EState9,0.880873
EState_VSA_EState10,0.897463
VSA_EState_ALL_sum,0.83766
VSA_EState_ALL_ind,0.894091
Asphericity,0.891887
PBF,0.895845
PMI1,0.883323
PMI2,0.887938
PMI3,0.884586
PMI_ALL_sum,0.881854
PMI_ALL_ind,0.88856
NPR1,0.884434
NPR2,0.883756
NPR_ALL_sum,0.894934
NPR_ALL_ind,0.88954
RadiusOfGyration,0.886479
InertialShapeFactor,0.888549
Eccentricity,0.896022
SpherocityIndex,0.896547
MQNs,0.950803
AUTOCORR2D,0.716455
AUTOCORR3D,0.8852
RDF,0.832449
BCUT2D,0.858117
MORSE,0.814997
WHIM,0.049738
GETAWAY,0.869155
