Descriptor_Name,R2_Score
Original,0.85119
ExactMolWt,0.703711
MolWt,0.411971
MolLogP,0.907401
MolMR,0.868546
TPSA,0.737364
NumRotatableBonds,0.885205
HeavyAtomCount,0.897908
NumHAcceptors,0.8453
NumHDonors,0.85299
NumHeteroatoms,0.87548
NHOHCount,0.857505
NOCount,0.851326
RingCount,0.870372
NumAromaticRings,0.857269
NumSaturatedRings,0.855147
NumAliphaticRings,0.850846
CalcLabuteASA,0.832094
NumValenceElectrons,0.79087
BalabanJ,0.859969
BertzCT,0.84796
Ipc,0.908419
Kappa1,0.907621
Kappa2,0.89668
Kappa3,0.859671
Kappa_all_sum,0.785844
Kappa_all_ind,0.883704
Chi0,0.902009
Chi0n,0.897438
Chi0v,0.898783
Chi1,0.888116
Chi1n,0.892612
Chi1v,0.911857
Chi2n,0.889804
Chi2v,0.889092
Chi3n,0.86188
Chi3v,0.862578
Chi4n,0.873032
Chi4v,0.858418
ChiN_,0.890668
ChiNv_,0.914971
Chi_ALL_sum,0.851854
Chi_ALL_ind,0.873011
CalcPhi,0.89523
HallKierAlpha,0.867004
CalcNumAmideBonds,0.858788
FractionCSP3,0.831132
CalcNumSpiroAtoms,0.870314
CalcNumBridgeheadAtoms,0.85505
PEOE_VSA1,0.858153
PEOE_VSA2,0.858259
PEOE_VSA3,0.855672
PEOE_VSA4,0.854135
PEOE_VSA5,0.864582
PEOE_VSA6,0.885495
PEOE_VSA7,0.805186
PEOE_VSA8,0.853043
PEOE_VSA9,0.857271
PEOE_VSA10,0.851599
PEOE_VSA11,0.864517
PEOE_VSA12,0.868125
PEOE_VSA13,0.861782
PEOE_VSA14,0.808812
PEOE_VSA_ALL_sum,0.656813
PEOE_VSA_ALL_ind,0.860519
SMR_VSA1,0.863776
SMR_VSA2,0.85748
SMR_VSA3,0.855665
SMR_VSA4,0.862172
SMR_VSA5,0.849651
SMR_VSA6,0.82671
SMR_VSA7,0.84737
SMR_VSA8,0.868479
SMR_VSA9,0.81939
SMR_VSA10,0.855973
SMR_VSA_ALL_SUM,0.838977
SMR_VSA_ALL_IND,0.899614
SlogP_VSA1,0.863056
SlogP_VSA2,0.823876
SlogP_VSA3,0.862434
SlogP_VSA4,0.859695
SlogP_VSA5,0.880181
SlogP_VSA6,0.877057
SlogP_VSA7,0.854007
SlogP_VSA8,0.86817
SlogP_VSA9,0.865645
SlogP_VSA10,0.854149
SlogP_VSA11,0.806909
SlogP_VSA12,0.802728
SlogP_VSA_ALL_sum,0.782875
SlogP_VSA_ALL_ind,0.898573
EState_VSA_EState1,0.860502
EState_VSA_EState2,0.820905
EState_VSA_EState3,0.835196
EState_VSA_EState4,0.849448
EState_VSA_EState5,0.860078
EState_VSA_EState6,0.865542
EState_VSA_EState7,0.888577
EState_VSA_EState8,0.8356
EState_VSA_EState9,0.860742
EState_VSA_EState10,0.82864
VSA_EState_ALL_sum,0.885605
VSA_EState_ALL_ind,0.899225
Asphericity,0.860707
PBF,0.855097
PMI1,0.855142
PMI2,0.86014
PMI3,0.863058
PMI_ALL_sum,0.85634
PMI_ALL_ind,0.866515
NPR1,0.855849
NPR2,0.843384
NPR_ALL_sum,0.863679
NPR_ALL_ind,0.846725
RadiusOfGyration,0.843349
InertialShapeFactor,0.847567
Eccentricity,0.862573
SpherocityIndex,0.861571
MQNs,0.895074
AUTOCORR2D,0.811037
AUTOCORR3D,0.814678
RDF,0.76997
BCUT2D,0.261855
MORSE,0.794652
WHIM,0.0
GETAWAY,0.822071
