Descriptor_Name,R2_Score
Original,0.5451712889324603
ExactMolWt,0.6186053701579262
MolLogP,0.5875779861335221
MolMR,0.601893112600637
TPSA,0.5869497316421981
NumRotatableBonds,0.5598958819752307
HeavyAtomCount,0.6274392209841552
NumHAcceptors,0.5482429449000532
NumHDonors,0.5432468521071874
NumHeteroatoms,0.5556737622382695
NHOHCount,0.5161784520875183
NOCount,0.5601629605806968
RingCount,0.5420683093921455
NumAromaticRings,0.47405889841241255
NumSaturatedRings,0.6083630544632669
NumAliphaticRings,0.4969131783194949
CalcLabuteASA,0.6193198463684195
NumValenceElectrons,0.5534164010576812
BalabanJ,0.6216914646378037
BertzCT,0.695124060382345
Ipc,0.5305561649233843
Kappa1,0.5916186826599177
Kappa2,0.564219870412018
Kappa3,0.5309056212530007
Kappa_all_sum,0.5618960278138846
Kappa_all_ind,0.5305772630292755
Chi0,0.5500347514410957
Chi0n,0.5269898796966769
Chi0v,0.5927756304344517
Chi1,0.6211181487340149
Chi1n,0.573176875183956
Chi1v,0.5371674214278379
Chi2n,0.611510040469767
Chi2v,0.5960889566912634
Chi3n,0.5316462425994627
Chi3v,0.5887108472816277
Chi4n,0.6224361200100762
Chi4v,0.5835039693452476
ChiNn_,0.5842814744145501
ChiNv_,0.6183436683201808
Chi_ALL_sum,0.6045671312739058
Chi_ALL_ind,0.5913655486526939
CalcPhi,0.5383768411654155
HallKierAlpha,0.5799978631768556
CalcNumAmideBonds,0.539018477414096
FractionCSP3,0.5643530310879303
CalcNumSpiroAtoms,0.5741670485345338
CalcNumBridgeheadAtoms,0.5683513513659828
PEOE_VSA1,0.5449570312446228
PEOE_VSA2,0.5469949911050875
PEOE_VSA3,0.5758745734971331
PEOE_VSA4,0.5187273237912606
PEOE_VSA5,0.5683642191255143
PEOE_VSA6,0.6117118189350546
PEOE_VSA7,0.6033504761977502
PEOE_VSA8,0.516390356105654
PEOE_VSA9,0.5337745450106958
PEOE_VSA10,0.5247479874440657
PEOE_VSA11,0.5150449877283161
PEOE_VSA12,0.5632788251913057
PEOE_VSA13,0.3809000803760294
PEOE_VSA14,0.5586421887642661
PEOE_VSA_ALL_sum,0.609617289647818
PEOE_VSA_ALL_ind,0.6263650639472708
SMR_VSA1,0.5458957204625408
SMR_VSA2,0.5263821984635104
SMR_VSA3,0.5968373152127373
SMR_VSA4,0.501347398936842
SMR_VSA5,0.5890222834178178
SMR_VSA6,0.5676245476068134
SMR_VSA7,0.6482113082545715
SMR_VSA8,0.5434638006167843
SMR_VSA9,0.5479093408540072
SMR_VSA10,0.5324262578407545
SMR_VSA_ALL_SUM,0.5903870255513326
SMR_VSA_ALL_IND,0.6734882642511282
SlogP_VSA1,0.5172177486252705
SlogP_VSA2,0.42936498013330304
SlogP_VSA3,0.5352593890044721
SlogP_VSA4,0.5815926163547969
SlogP_VSA5,0.5634920544852283
SlogP_VSA6,0.5777916252014259
SlogP_VSA7,0.5298143976710599
SlogP_VSA8,0.5866930116793664
SlogP_VSA9,0.5520939165002557
SlogP_VSA10,0.5269224716458689
SlogP_VSA11,0.44966028731517227
SlogP_VSA12,0.5220372862790368
SlogP_VSA_ALL_sum,0.6047581642188918
SlogP_VSA_ALL_ind,0.642963959884573
VSA_EState1,0.5144235266423398
VSA_EState2,0.5312038162126465
VSA_EState3,0.5512567940128419
VSA_EState4,0.6097775629484261
VSA_EState5,0.5225795330882741
VSA_EState6,0.6382582109845318
VSA_EState7,0.5663515588151141
VSA_EState8,0.5524115471917944
VSA_EState9,0.5621846095657678
VSA_EState10,0.5296646971030599
VSA_EState_ALL_sum,0.6067735743034707
VSA_EState_ALL_ind,0.6411620466078721
Asphericity,0.5570022052828834
PBF,0.5909708417385784
PMI1,0.5241644877667261
PMI2,0.4724270401497116
PMI3,0.5441005969839594
PMI_ALL_sum,0.5867499905143058
PMI_ALL_ind,0.598600723412964
NPR1,0.5120414218108501
NPR2,0.5261671324716284
NPR_ALL_sum,0.4823805296344138
NPR_ALL_ind,0.5807508331614749
RadiusOfGyration,0.4985754766141236
InertialShapeFactor,0.5351987882707678
Eccentricity,0.4865716009578316
SpherocityIndex,0.5693654923141975
MQNs_,0.6247203016275193
AUTOCORR2D,0.45658352510162015
AUTOCORR3D,0.6027138414960096
RDF,0.4288792740218881
BCUT2D,0.6011063717775593
MORSE,0.3860028982736946
WHIM,0.4824888736232468
GETAWAY,0.0
