Descriptor_Name,R2_Score
Original,0.5151704651561565
ExactMolWt,0.4614776782780785
MolLogP,0.5273491419782461
MolMR,0.5331172810540363
TPSA,0.5204670717067972
NumRotatableBonds,0.5471938768888549
HeavyAtomCount,0.5227433734775392
NumHAcceptors,0.5376862167657467
NumHDonors,0.3535077553562591
NumHeteroatoms,0.43033123250115
NHOHCount,0.4542422735456205
NOCount,0.3956378357817567
RingCount,0.44000244394417287
NumAromaticRings,0.5175740767198876
NumSaturatedRings,0.41685025981952084
NumAliphaticRings,0.3861102740764434
CalcLabuteASA,0.5507278633211845
NumValenceElectrons,0.5733956835292384
BalabanJ,0.3831624201200219
BertzCT,0.6461781104210916
Ipc,0.5440763587744261
Kappa1,0.4678875400655498
Kappa2,0.5704946289808124
Kappa3,0.41891160409341943
Kappa_all_sum,0.5826154826500806
Kappa_all_ind,0.5286771663780887
Chi0,0.5239175757439709
Chi0n,0.5160607967488269
Chi0v,0.481077665211038
Chi1,0.4812827439316748
Chi1n,0.5317304713717272
Chi1v,0.2957714677161615
Chi2n,0.5232678503118537
Chi2v,0.5139507470213396
Chi3n,0.5604299327146267
Chi3v,0.5351699379053161
Chi4n,0.5177064040805798
Chi4v,0.5094903781254825
ChiNn_,0.499620776079451
ChiNv_,0.5959202411080813
Chi_ALL_sum,0.5152196963421072
Chi_ALL_ind,0.4842585972897022
CalcPhi,0.4870112683408908
HallKierAlpha,0.4804587199920676
CalcNumAmideBonds,0.5694500466664392
FractionCSP3,0.5104840669598845
CalcNumSpiroAtoms,0.31874512703825386
CalcNumBridgeheadAtoms,0.48642040966157085
PEOE_VSA1,0.4971041202336438
PEOE_VSA2,0.41358315501192977
PEOE_VSA3,0.36987910907117216
PEOE_VSA4,0.3954091950177555
PEOE_VSA5,0.430715366907121
PEOE_VSA6,0.46858314086441144
PEOE_VSA7,0.5602312055586994
PEOE_VSA8,0.4107947772506293
PEOE_VSA9,0.5130897896923934
PEOE_VSA10,0.4326221869595066
PEOE_VSA11,0.4890163823379796
PEOE_VSA12,0.42109451946381216
PEOE_VSA13,0.4699793536181751
PEOE_VSA14,0.40978848996558814
PEOE_VSA_ALL_sum,0.4628825701209065
PEOE_VSA_ALL_ind,0.6657779176774385
SMR_VSA1,0.5254975698273806
SMR_VSA2,0.4272206320431975
SMR_VSA3,0.4867897184415846
SMR_VSA4,0.4614413151872192
SMR_VSA5,0.46505910852635557
SMR_VSA6,0.4798942894606779
SMR_VSA7,0.5893685809840603
SMR_VSA8,0.5080324033792245
SMR_VSA9,0.2937413678422257
SMR_VSA10,0.430949096911029
SMR_VSA_ALL_SUM,0.5627749254659318
SMR_VSA_ALL_IND,0.6126158662516006
SlogP_VSA1,0.4467359819921679
SlogP_VSA2,0.5085011660530283
SlogP_VSA3,0.4489585727308404
SlogP_VSA4,0.4844913633731206
SlogP_VSA5,0.457770318991367
SlogP_VSA6,0.5936896840911661
SlogP_VSA7,0.41273536050615356
SlogP_VSA8,0.4739612041467608
SlogP_VSA9,0.4845764012476399
SlogP_VSA10,0.5049830309549558
SlogP_VSA11,0.4636657667056031
SlogP_VSA12,0.4571876303017822
SlogP_VSA_ALL_sum,0.5613459525877619
SlogP_VSA_ALL_ind,0.6932774090605329
VSA_EState1,0.23193870570682218
VSA_EState2,0.4040415972722392
VSA_EState3,0.4791940356662552
VSA_EState4,0.4653971185828747
VSA_EState5,0.4885951117814703
VSA_EState6,0.6033505573214437
VSA_EState7,0.5159675934690406
VSA_EState8,0.4100694895407222
VSA_EState9,0.4997519336369043
VSA_EState10,0.45589350459187894
VSA_EState_ALL_sum,0.40471454071121504
VSA_EState_ALL_ind,0.5896639070245728
Asphericity,0.480047883665482
PBF,0.517480815809417
PMI1,0.4681126657362761
PMI2,0.4317043897224264
PMI3,0.5284293585396933
PMI_ALL_sum,0.3959949096896239
PMI_ALL_ind,0.44534076552523905
NPR1,0.4777392021318826
NPR2,0.42428109900582334
NPR_ALL_sum,0.4439361539945278
NPR_ALL_ind,0.3523535172807871
RadiusOfGyration,0.5415243675621164
InertialShapeFactor,0.5011506521313288
Eccentricity,0.5288245294982115
SpherocityIndex,0.501060496307498
MQNs_,0.5831519628444344
AUTOCORR2D,0.6209567798850382
AUTOCORR3D,0.5976289330303387
RDF,0.3605574589860281
BCUT2D,0.3116856627817113
MORSE,0.473292541048537
WHIM,0.4956305818912181
GETAWAY,0.5639005255845584
