split_type,dataset,fingerprint,model,training,r2,rmse,mae,mse,n_samples,r2_std,rmse_std,r2_mean_folds,rmse_mean_folds
ac,lo,avalon,DNN,cv,0.5506148130382318,1.3737381520170897,1.0375422223398765,1.8871565103073287,165,0.01226781822561885,0.018350032451801123,0.5271582806513146,1.4090151116609824
ac,lo,avalon,DNN,simple,0.5903326971270394,1.311626657750934,0.9937178906877634,1.7203644893228853,165,,,,
ac,lo,avalon,LightGBM,cv,0.5799266069716673,1.3281807173044706,1.022709031732975,1.7640640178194182,165,0.024974031030294178,0.03893051251018433,0.5609739828245697,1.3572540054377007
ac,lo,avalon,LightGBM,simple,0.5527981068177423,1.3703970029929182,1.0366816283443177,1.8779879458119721,165,,,,
ac,lo,avalon,RandomForest,cv,0.5418155317485323,1.3871223362685918,1.0635613241586839,1.9241083757752366,165,0.01428988494460974,0.021403181605198662,0.5310167248889147,1.4032102443750896
ac,lo,avalon,RandomForest,simple,0.5621766518199278,1.3559511457049693,1.0315302117900431,1.838603509538619,165,,,,
ac,lo,avalon,Ridge,cv,0.039064040733313266,2.0088236198468805,1.5027599350819867,4.035372335654724,165,0.16160397988490233,0.14219541049332596,-0.35896425194451914,2.3846677366826157
ac,lo,avalon,Ridge,simple,-0.29509818624909556,2.332093352610276,1.71706830773109,5.438659405289038,165,,,,
ac,lo,avalon,SVR,cv,0.4099988076499157,1.5740590770509941,1.1994404370314966,2.477661978046627,165,0.008242502717687823,0.010967545058898463,0.4070243578989604,1.5779837295090062
ac,lo,avalon,SVR,simple,0.4311123247307489,1.5456382118134842,1.1764393643822209,2.388997481817985,165,,,,
ac,lo,avalon,XGBoost,cv,0.5724908896266401,1.3398842142151741,1.0022722475841663,1.7952897075030148,165,0.017670887382415883,0.026515806619174593,0.5351673720748774,1.3968978821404994
ac,lo,avalon,XGBoost,simple,0.5794155285174742,1.3289884311698519,0.9821398032795139,1.766210250183304,165,,,,
ac,lo,maccs,DNN,cv,0.5568196290819893,1.3642213495018014,0.9944969852284747,1.8610998904365164,165,0.00793001765055986,0.011903689194978306,0.5341121928791415,1.3986837464016426
ac,lo,maccs,DNN,simple,0.5902876933704044,1.311698699753617,0.9493331906497319,1.7205534789353296,165,,,,
ac,lo,maccs,LightGBM,cv,0.6008971970119326,1.294604083132222,0.9650002152582529,1.6759997320626216,165,0.020345728561482188,0.03208442847606748,0.5828884183537364,1.3231011758278144
ac,lo,maccs,LightGBM,simple,0.5924207935166199,1.3082796713688427,0.9702769179007122,1.711595698516967,165,,,,
ac,lo,maccs,RandomForest,cv,0.5508560083607441,1.3733694441718938,1.0249969492233453,1.8861436301850165,165,0.014585473344682506,0.02189467429625352,0.5365475747293782,1.3949019161485807
ac,lo,maccs,RandomForest,simple,0.5549352814821993,1.36711852258169,1.0132567960859495,1.8690130547859425,165,,,,
ac,lo,maccs,Ridge,cv,0.30398997700045016,1.7096307884095236,1.2598988354514238,2.922837432677769,165,0.0351196734296409,0.04240457163136453,0.2675788899263171,1.7532668596350838
ac,lo,maccs,Ridge,simple,0.27630876466106014,1.743296426457497,1.2616832404601719,3.0390824304994792,165,,,,
ac,lo,maccs,SVR,cv,0.4671931235128579,1.4958205455538376,1.1139755016815123,2.2374791045009803,165,0.012257520583070133,0.01708520785962366,0.4627866866124122,1.5018960261048204
ac,lo,maccs,SVR,simple,0.48616658692921144,1.4689457408034503,1.093897414680844,2.1578015894245977,165,,,,
ac,lo,maccs,XGBoost,cv,0.5789076848194503,1.3297905468350961,0.9561211685444168,1.7683428984519838,165,0.021157647157572276,0.03220905601305334,0.5374168144997292,1.393392625031943
ac,lo,maccs,XGBoost,simple,0.5173241612358543,1.4237127141792751,1.0000018277431777,2.0269578925157186,165,,,,
ac,lo,morgan,DNN,cv,0.48707048901706906,1.4676531355156999,1.0989825986374306,2.1540057261890655,165,0.03931386387622763,0.055101001110994474,0.4700077662178037,1.4908464445626106
ac,lo,morgan,DNN,simple,0.4980752159670728,1.4518237741563844,1.084551830097742,2.107792271205688,165,,,,
ac,lo,morgan,LightGBM,cv,0.45089064960759995,1.5185321914790728,1.1666287480403688,2.3059400165582358,165,0.02862140462745707,0.03883612411768894,0.4312688468194317,1.5449375183196907
ac,lo,morgan,LightGBM,simple,0.446259747836262,1.5249220017977951,1.1625553029950522,2.3253871115669944,165,,,,
ac,lo,morgan,RandomForest,cv,0.3930078278477921,1.5965632510394745,1.219228282512202,2.5490142145697363,165,0.021528812451848373,0.02790737434123272,0.3807689651743704,1.6123372787713461
ac,lo,morgan,RandomForest,simple,0.3933054685741687,1.5961717628654044,1.2091225843121791,2.5477642965688525,165,,,,
ac,lo,morgan,Ridge,cv,0.46558553936227454,1.4980754397811467,1.1211437709480265,2.2442300232754757,165,0.037554767690495774,0.049045074047204304,0.4108936087574796,1.572100160406033
ac,lo,morgan,Ridge,simple,0.4395287097685777,1.5341621680872013,1.1427722195180323,2.3536535579900217,165,,,,
ac,lo,morgan,SVR,cv,0.29833753098992366,1.7165588890451382,1.321027387156236,2.946574419559879,165,0.015561818607735383,0.018928315678172138,0.2964447208702353,1.7187684080289323
ac,lo,morgan,SVR,simple,0.3152343386509032,1.6957646214252116,1.300679000517068,2.875617651277391,165,,,,
ac,lo,morgan,XGBoost,cv,0.45759345703981646,1.5092356086412526,1.1340540865510544,2.277792122390732,165,0.016348668988376138,0.022027261616777913,0.416327995783044,1.565438554353609
ac,lo,morgan,XGBoost,simple,0.46426326770235515,1.499927596743049,1.1260412317477189,2.2497827954713783,165,,,,
ac,ws,avalon,DNN,cv,0.4922190297552044,1.6739699564210675,1.2857003264279676,2.8021754150003506,99,0.0501718067868356,0.07910648527801446,0.4477429844191823,1.7439488009617512
ac,ws,avalon,DNN,simple,0.5867180581818359,1.510193731853938,1.1320139931488518,2.2806851077309243,99,,,,
ac,ws,avalon,LightGBM,cv,0.5940514775365824,1.4967350578253298,1.1542312622263675,2.2402158333233935,99,0.03819631775249457,0.06912044747856572,0.5778377423800981,1.524766622034441
ac,ws,avalon,LightGBM,simple,0.613462091316307,1.4605132287495886,1.1169555987421431,2.133098891352548,99,,,,
ac,ws,avalon,RandomForest,cv,0.5696970229703318,1.540978658398906,1.1929664612794617,2.3746152256408926,99,0.03818669616182089,0.06739674791742586,0.5540387494292818,1.5673170256410986
ac,ws,avalon,RandomForest,simple,0.5826880493988921,1.517538994927575,1.1670936219336223,2.302924601125795,99,,,,
ac,ws,avalon,Ridge,cv,0.2337068873442646,2.056396754523194,1.4233896711811682,4.228767612013526,99,0.08008735241692884,0.09173068031359692,-0.04829239355400723,2.4034471959128547
ac,ws,avalon,Ridge,simple,-0.10023266970859246,2.4640624863299343,1.7410541315811332,6.071603936538457,99,,,,
ac,ws,avalon,SVR,cv,0.34400145376801294,1.9026586818815032,1.5133219412867187,3.6201100597390594,99,0.017431098634439514,0.025189666708923666,0.3405602697140119,1.907476243794727
ac,ws,avalon,SVR,simple,0.3656106784112638,1.8710585623570655,1.4766588619399408,3.500860143769689,99,,,,
ac,ws,avalon,XGBoost,cv,0.619555886852617,1.44895494999967,1.0905531535877122,2.099470447128546,99,0.029965315527864377,0.054526016453192175,0.5823981811397202,1.5170863998884354
ac,ws,avalon,XGBoost,simple,0.5736924923376878,1.533807790131328,1.1310498815534091,2.352566337067548,99,,,,
ac,ws,maccs,DNN,cv,0.5332113547058714,1.604979871962754,1.2461395220804696,2.5759603894055783,99,0.12112670008579084,0.19231870361616737,0.4670593783355795,1.704121996923875
ac,ws,maccs,DNN,simple,0.5993496637445912,1.486935754310426,1.0747955389215489,2.2109779374467156,99,,,,
ac,ws,maccs,LightGBM,cv,0.6145896341447463,1.458381492288966,1.086919785748511,2.126876577050991,99,0.02648616197192745,0.04933013713738426,0.6023826034430121,1.480475356137786
ac,ws,maccs,LightGBM,simple,0.6276644119467809,1.4334307701695685,1.041589905872448,2.0547237728689227,99,,,,
ac,ws,maccs,RandomForest,cv,0.5601834436473874,1.5579202974751427,1.1701981640214327,2.427115653285037,99,0.028033638390862474,0.04888962139003809,0.5472562824589738,1.5798935546856026
ac,ws,maccs,RandomForest,simple,0.5159890800958169,1.6343197488373833,1.209699256942546,2.6710010414398875,99,,,,
ac,ws,maccs,Ridge,cv,0.5667368522264913,1.5462699787029546,1.1663768502401026,2.390950847038036,99,0.04990991769197171,0.08642364135825767,0.5278974643690042,1.611774147423517
ac,ws,maccs,Ridge,simple,0.5588975275441401,1.560196124267038,1.171113476007448,2.4342119461778866,99,,,,
ac,ws,maccs,SVR,cv,0.4500870375071363,1.7420331981473494,1.3773750132718885,3.034679663447482,99,0.011027025972526298,0.017394162678367978,0.4456485133236229,1.7489628300873388
ac,ws,maccs,SVR,simple,0.4618546919258216,1.7232934120323968,1.3541226299375373,2.96974018395426,99,,,,
ac,ws,maccs,XGBoost,cv,0.6181824772044608,1.4515679697345274,1.0489387074504235,2.107049570759218,99,0.01765517495093614,0.03230587059518582,0.5899397276749443,1.5039490494539662
ac,ws,maccs,XGBoost,simple,0.5826429331134253,1.5176210245363821,1.091127703505935,2.303173574114858,99,,,,
ac,ws,morgan,DNN,cv,0.3682277206811537,1.8671952408583277,1.479133273134328,3.4864180674839886,99,0.15333005611383305,0.22126934447366223,0.2974449262007727,1.9565456454403303
ac,ws,morgan,DNN,simple,0.5507239671639446,1.574584870969848,1.2317897022733784,2.4793175158871326,99,,,,
ac,ws,morgan,LightGBM,cv,0.37610891166606764,1.8555123093897714,1.485880723334228,3.4429259302969624,99,0.042395249314326915,0.062439768107753285,0.35735797162958444,1.8821540202896265
ac,ws,morgan,LightGBM,simple,0.37122619881261,1.8627589881180544,1.4762238518199364,3.469871047814598,99,,,,
ac,ws,morgan,RandomForest,cv,0.47947740659164073,1.6948420912904096,1.3392717094757098,2.8724897144096495,99,0.04370880155080833,0.06791347266327842,0.4555691839414049,1.731997213715313
ac,ws,morgan,RandomForest,simple,0.48252115770562776,1.6898795392047115,1.3330988215488218,2.855692857022728,99,,,,
ac,ws,morgan,Ridge,cv,0.4356776584588512,1.7647088791509777,1.3535150316950653,3.1141974281543003,99,0.04709450411058074,0.06886022718766692,0.3626864212496084,1.8741013436194252
ac,ws,morgan,Ridge,simple,0.35342711719592335,1.888940124397903,1.4303772139402438,3.5680947935603653,99,,,,
ac,ws,morgan,SVR,cv,0.21467974331203,2.081770493271716,1.6424201368921947,4.333768386656764,99,0.016814955500446056,0.022107442249468028,0.2112347675411245,2.0862144310571744
ac,ws,morgan,SVR,simple,0.2607591721285326,2.0197723429449144,1.593159921882957,4.0794803173251895,99,,,,
ac,ws,morgan,XGBoost,cv,0.5067820338456053,1.6497908578649172,1.2987002718418534,2.7218098746946593,99,0.043195224722594294,0.06864760490027051,0.46234547883293925,1.7211389531801076
ac,ws,morgan,XGBoost,simple,0.5287603080591968,1.61261383125391,1.275633191436228,2.6005233687514138,99,,,,
cl,de,avalon,DNN,cv,0.542992108253356,1.199806162370479,0.9486857522782078,1.439534827262176,232,0.025259345071004365,0.0318645860198631,0.509824234240068,1.242173648574226
cl,de,avalon,DNN,simple,0.5020031807302228,1.2524561303786124,1.006590719794405,1.5686463585229675,232,,,,
cl,de,avalon,LightGBM,cv,0.5473248813722678,1.194105092304748,0.9510229624055944,1.4258869714681306,232,0.025080277590542356,0.03204340704417634,0.5085330066443244,1.2438051290055676
cl,de,avalon,LightGBM,simple,0.4741141242667556,1.2870487338997088,1.0345309379249743,1.6564944434328432,232,,,,
cl,de,avalon,RandomForest,cv,0.5141986276698176,1.2370253711735184,0.9891926878711327,1.5302317689269809,232,0.019744522274822353,0.024269156020528846,0.4821338798903464,1.2769666885934885
cl,de,avalon,RandomForest,simple,0.47439136390056713,1.2867094321839811,1.0407880967028662,1.6556211628712234,232,,,,
cl,de,avalon,Ridge,cv,-7.326320615715815,5.12124795269851,3.417845856001084,26.227180593018673,232,2.0091996527487557,0.5564287121677737,-10.367059539966814,5.957820821262627
cl,de,avalon,Ridge,simple,-7.821188901635029,5.271240114577608,3.5096281510365355,27.78597234553216,232,,,,
cl,de,avalon,SVR,cv,0.36179436590260705,1.417847609441111,1.1045925803618664,2.010291843597873,232,0.0106106750050538,0.011825549195608355,0.35936844215959796,1.4204905657113938
cl,de,avalon,SVR,simple,0.38150176822753845,1.3957848159906316,1.0806370526854354,1.9482152525500014,232,,,,
cl,de,avalon,XGBoost,cv,0.4904639788316273,1.2668835122945532,1.0044540063560106,1.6049938337237832,232,0.02389538840669144,0.02744790539622415,0.39035064739886866,1.385492212453692
cl,de,avalon,XGBoost,simple,0.41597733104670154,1.3563260115350704,1.0907985090482337,1.8396202495666316,232,,,,
cl,de,maccs,DNN,cv,0.5531175158946164,1.1864403398950345,0.9323555231993568,1.407640680130245,232,0.01583921508486113,0.020198944039395,0.5082029611959009,1.2444716130902127
cl,de,maccs,DNN,simple,0.5482766764599928,1.1928490685390862,0.9418038017875677,1.4228889003145655,232,,,,
cl,de,maccs,LightGBM,cv,0.5640390586820639,1.171852711318925,0.9329105505863404,1.3732387770255157,232,0.03527174758020794,0.04594961236939141,0.5297207657926166,1.216234774469752
cl,de,maccs,LightGBM,simple,0.5201940573487995,1.229368411262304,0.9662966214393409,1.5113466906096014,232,,,,
cl,de,maccs,RandomForest,cv,0.5139241031303299,1.2373748410159753,0.9862376380251652,1.53109649717931,232,0.015081290931639133,0.018705137774975875,0.4897222118203713,1.2676673272806083
cl,de,maccs,RandomForest,simple,0.5285419308155292,1.2186269406277777,0.9729665151128659,1.485051620423817,232,,,,
cl,de,maccs,Ridge,cv,0.005633083981726905,1.769793401388177,1.4773332407088382,3.1321686835971336,232,0.09204616185572696,0.07874727521596686,-0.051708506576398826,1.8184027435218852
cl,de,maccs,Ridge,simple,0.0016738393897715031,1.7733132710411341,1.4856855772106765,3.144639957250607,232,,,,
cl,de,maccs,SVR,cv,0.5352494656180575,1.2099270529020842,0.937137457272888,1.463923473344323,232,0.008650479207343605,0.011209068380020734,0.5303132316658177,1.2162839038189546
cl,de,maccs,SVR,simple,0.5429877455478822,1.199811889173576,0.9316611979957222,1.4395485694022656,232,,,,
cl,de,maccs,XGBoost,cv,0.5278100323982652,1.2195724809650894,0.9802131819026223,1.4873570363273434,232,0.03564858101972675,0.04204557089918035,0.45099594744322025,1.3143617635001754
cl,de,maccs,XGBoost,simple,0.4541590068071343,1.3112403728745956,1.047355576224882,1.7193513154563083,232,,,,
cl,de,morgan,DNN,cv,0.4613675476223542,1.302553278496739,1.0488897228477332,1.6966450433226035,232,0.010711666574673262,0.01259734410750724,0.43535208744995,1.3335789331551702
cl,de,morgan,DNN,simple,0.5164157921336725,1.2341992930961379,0.9986183126445476,1.5232478950790065,232,,,,
cl,de,morgan,LightGBM,cv,0.3145334917283473,1.469407859451117,1.193309886545964,2.159159457416714,232,0.031554917158741494,0.03308664802993759,0.2879330726432623,1.4972821114223587
cl,de,morgan,LightGBM,simple,0.28301666648104185,1.5028089353674385,1.2049374787112428,2.258434696220214,232,,,,
cl,de,morgan,RandomForest,cv,0.25061986281116033,1.5363859508511726,1.2718622504089778,2.3604817899728614,232,0.018810145756777766,0.018952704787778746,0.22777893441276237,1.5595093807512825
cl,de,morgan,RandomForest,simple,0.25252779342980347,1.5344288760479827,1.2625491373152709,2.3544719756498758,232,,,,
cl,de,morgan,Ridge,cv,-0.6334071684548814,2.2682789735512907,1.7855404637819958,5.145089501854898,232,0.19932730036741172,0.1237570126956304,-1.0079030727873604,2.511852503279749
cl,de,morgan,Ridge,simple,-1.4536463262734425,2.7800667257990006,2.156401209238673,7.728770999894775,232,,,,
cl,de,morgan,SVR,cv,0.1369067434380401,1.6488384260637206,1.3228275496445576,2.7186681552642873,232,0.007609969682828467,0.007268421030387188,0.13508326318260594,1.650563276095874
cl,de,morgan,SVR,simple,0.15069788484269264,1.6356121997217712,1.3102146978047968,2.6752272678786913,232,,,,
cl,de,morgan,XGBoost,cv,0.33094180179678,1.4517144064835426,1.168358952096824,2.107474717991864,232,0.06500006299476506,0.06671145346198526,0.25562174086406797,1.5297960302681404
cl,de,morgan,XGBoost,simple,0.27507201920328705,1.5111120538303713,1.1859239104534018,2.283459639231443,232,,,,
cl,hu,avalon,DNN,cv,0.2959653786896649,1.4382944528273964,1.0665240024462723,2.06869093303406,635,0.061109824774661814,0.06046208107250165,0.2416071943047411,1.491562245036036
cl,hu,avalon,DNN,simple,0.28319965523351065,1.4512756215820777,1.0851242427994885,2.106200929798446,635,,,,
cl,hu,avalon,LightGBM,cv,0.30478466938322524,1.4292574594617773,1.092088022972635,2.042776885427134,635,0.13018664162915253,0.12357098413775724,0.2358063287241107,1.4933816335915229
cl,hu,avalon,LightGBM,simple,0.26810384682697563,1.4664779238842682,1.1194393722239167,2.1505575012399136,635,,,,
cl,hu,avalon,RandomForest,cv,0.16005905671985465,1.5709963395596507,1.1832372236912256,2.4680294989098215,635,0.06492230944658374,0.058173904215096967,0.12644035916537238,1.6010710029824462
cl,hu,avalon,RandomForest,simple,0.1351067390268691,1.59416053635194,1.2157523233046097,2.541347815661905,635,,,,
cl,hu,avalon,Ridge,cv,-5.253461806275914,4.286581133288218,3.2403590341225232,18.374777812262504,635,1.3922076622780053,0.40367523083274254,-7.525128535932976,4.988661782641089
cl,hu,avalon,Ridge,simple,-10.457597523738922,5.8022652488786335,4.299449675078096,33.66628201834463,635,,,,
cl,hu,avalon,SVR,cv,0.1591350586750886,1.5718602089546263,1.1406362347338148,2.470744516494882,635,0.015010637796658744,0.013979693255260264,0.15319555965487952,1.5773399551245606
cl,hu,avalon,SVR,simple,0.1679900326333732,1.5635618374190285,1.1303612387568063,2.4447256194331684,635,,,,
cl,hu,avalon,XGBoost,cv,0.11694347150639539,1.610812718947163,1.222521189250624,2.594717615521952,635,0.15528111544957238,0.1290240754117375,0.003845871722497152,1.7059863007853096
cl,hu,avalon,XGBoost,simple,-0.09594032908380945,1.7945032600079502,1.352120841126273,3.220241950179161,635,,,,
cl,hu,maccs,DNN,cv,0.4266033207242306,1.2980110332822696,1.026144632103875,1.684832642522505,635,0.036342191746991034,0.038403172198024506,0.35971494829204664,1.3710938750831356
cl,hu,maccs,DNN,simple,0.43475399537089665,1.2887525806543068,1.01166773350924,1.6608832141431353,635,,,,
cl,hu,maccs,LightGBM,cv,0.277904619029852,1.4566260777086029,1.1675349524896548,2.1217595302607486,635,0.11020724457213417,0.1041079646555439,0.22595389439878852,1.504516465535141
cl,hu,maccs,LightGBM,simple,0.27080250845727005,1.463771814214894,1.1783366759518532,2.1426279240899624,635,,,,
cl,hu,maccs,RandomForest,cv,0.3378796556152531,1.3948235246573082,1.0679252656229956,1.9455326649374363,635,0.06038651983653094,0.06067448770507983,0.2972452060221575,1.4357050447954742
cl,hu,maccs,RandomForest,simple,0.3140101875411756,1.4197426543766967,1.0873758129135667,2.015669204656588,635,,,,
cl,hu,maccs,Ridge,cv,-0.2521437734959471,1.9181293753683544,1.4885027040327323,3.6792203006509934,635,0.2769226363766519,0.19015269501040225,-0.48186528392904826,2.0779945747431094
cl,hu,maccs,Ridge,simple,-0.3291980893934825,1.9762671487534362,1.5252195018059245,3.9056318432420363,635,,,,
cl,hu,maccs,SVR,cv,0.26082279584360624,1.4737542815163407,1.141452878857679,2.1719516822877454,635,0.04248346224736012,0.04225880002209294,0.2540825848029331,1.4798550223502982
cl,hu,maccs,SVR,simple,0.2663010426415412,1.4682829248373592,1.142157117855961,2.1558547473689504,635,,,,
cl,hu,maccs,XGBoost,cv,0.2951751947333279,1.439101372294648,1.1068062943095767,2.071012759740339,635,0.14474299173892546,0.1313834933071555,0.1553206546027647,1.5699334057727827
cl,hu,maccs,XGBoost,simple,0.3973625854429633,1.3306959739464956,1.0656488249040112,1.7707517750774124,635,,,,
cl,hu,morgan,DNN,cv,0.09648381766736569,1.6293664327352662,1.2150803866653932,2.654834972124447,635,0.07780617739106832,0.06685676302192002,0.056234581691149366,1.6639203593127312
cl,hu,morgan,DNN,simple,0.15100706232362482,1.5794389220231912,1.1778663009151698,2.4946273084017805,635,,,,
cl,hu,morgan,LightGBM,cv,-0.20096259196938937,1.878518763406315,1.422395507239649,3.528832744469591,635,0.09169556548842356,0.07220219090392722,-0.24891135779835208,1.914290787168516
cl,hu,morgan,LightGBM,simple,-0.25471471339276364,1.9200975465620889,1.4577973075683746,3.6867745883137526,635,,,,
cl,hu,morgan,RandomForest,cv,-0.29259022805489443,1.9488626457680676,1.4860116776652916,3.7980656120701126,635,0.060399477176074,0.0450361930016318,-0.31709055867502567,1.9667301746377674
cl,hu,morgan,RandomForest,simple,-0.33803744416986947,1.9828274876762848,1.5115086859142608,3.9316048458846478,635,,,,
cl,hu,morgan,Ridge,cv,-0.5226521888717268,2.115198612291176,1.6138632473061403,4.474065169438517,635,0.38501268383926146,0.24042451216438587,-0.8432596174337587,2.314803203978928
cl,hu,morgan,Ridge,simple,-0.7617763470358005,2.275234606805792,1.7699442875778932,5.176692516006708,635,,,,
cl,hu,morgan,SVR,cv,-0.003955379444897211,1.7175445190638914,1.2771760502326956,2.949959174966414,635,0.0188219777232803,0.01608117942837597,-0.0058929522445104075,1.7191258861295449
cl,hu,morgan,SVR,simple,0.010800395824624776,1.7048758709804614,1.2645106625209324,2.9066017354513867,635,,,,
cl,hu,morgan,XGBoost,cv,-0.17523602995611465,1.8582893846310906,1.412894399970594,3.453239437032597,635,0.028945974575601413,0.022126087333484406,-0.25025642620801697,1.916555523500532
cl,hu,morgan,XGBoost,simple,-0.14661648799448068,1.8355232441334162,1.4018623269723625,3.3691455797540604,635,,,,
cl,lo,avalon,DNN,cv,0.3977029206893411,1.229214517710943,0.9518983129879,1.5109683305513464,202,0.033569612984442374,0.03309381633236472,0.3479565725472727,1.278542376315883
cl,lo,avalon,DNN,simple,0.3660223004320783,1.2611283628813792,0.955848904790323,1.590444747663868,202,,,,
cl,lo,avalon,LightGBM,cv,0.42869957644879675,1.197166554359117,0.9342990651441923,1.4332077588760808,202,0.05798311808777811,0.05843472371504051,0.3854468316284879,1.2402823356755037
cl,lo,avalon,LightGBM,simple,0.4154293512041669,1.2109906922545524,0.9483340461457576,1.4664984567271602,202,,,,
cl,lo,avalon,RandomForest,cv,0.3338324724892764,1.2927484681727692,1.0231570068713913,1.6711986019630412,202,0.045148458917620614,0.042735056177115684,0.31161801650969434,1.3134310767214674
cl,lo,avalon,RandomForest,simple,0.2678533434593494,1.3552560166714747,1.0675188974061527,1.8367188707242321,202,,,,
cl,lo,avalon,Ridge,cv,-0.8645190752589986,2.1627469972064586,1.6402008585334371,4.6774745739255525,202,0.2040314104042778,0.08860296337894687,-2.2946996207424517,2.8735838152148956
cl,lo,avalon,Ridge,simple,-2.5312313619276106,2.9763595164077357,2.1155965866537145,8.858715970910891,202,,,,
cl,lo,avalon,SVR,cv,0.25705087882290456,1.3652174758413238,1.048783965368289,1.8638187563425554,202,0.011244000520411326,0.010288930823124074,0.2528972651960972,1.368989761018305
cl,lo,avalon,SVR,simple,0.27551036206871893,1.348150544486879,1.0351219104021305,1.8175098906002687,202,,,,
cl,lo,avalon,XGBoost,cv,0.41246737560665203,1.2140548152068147,0.9612017238314997,1.4739290943268528,202,0.035549685126159664,0.034699376889767895,0.3249376140695379,1.3008877255804545
