Descriptor_Name,R2_Score
Original,0.8274468088385489
ExactMolWt,0.821836069103431
MolLogP,0.8524444884972672
MolMR,0.8745966388515453
TPSA,0.801550700059589
NumRotatableBonds,0.8238600230966626
HeavyAtomCount,0.8588628908407928
NumHAcceptors,0.8182820041365275
NumHDonors,0.8059820727910783
NumHeteroatoms,0.8185224842982343
NHOHCount,0.7889593838491287
NOCount,0.7468233263752453
RingCount,0.8191752280298708
NumAromaticRings,0.8111513898595931
NumSaturatedRings,0.8193747337533565
NumAliphaticRings,0.7971336273527723
CalcLabuteASA,0.8426407936098461
NumValenceElectrons,0.8467541096840038
BalabanJ,0.8225520596053945
BertzCT,0.8787737924526012
Ipc,0.8186953088526366
Kappa1,0.851392781488062
Kappa2,0.8481207370691561
Kappa3,0.8248397328774317
Kappa_all_sum,0.8570836673040059
Kappa_all_ind,0.8492870647587184
Chi0,0.8743520296382741
Chi0n,0.8681800661061614
Chi0v,0.8587248907500704
Chi1,0.8332463097360686
Chi1n,0.8655360691226501
Chi1v,0.8510414240768933
Chi2n,0.8514992760719392
Chi2v,0.8519801509894199
Chi3n,0.8333347943948053
Chi3v,0.8294213776191622
Chi4n,0.8327151468268472
Chi4v,0.8467861043956864
ChiNn_,0.8650638477965309
ChiNv_,0.8437602027422394
Chi_ALL_sum,0.8632034178225371
Chi_ALL_ind,0.8140268655958144
CalcPhi,0.8391306303299685
HallKierAlpha,0.8256819283241531
CalcNumAmideBonds,0.8305529655536319
FractionCSP3,0.7730830084598213
CalcNumSpiroAtoms,0.8060531568988913
CalcNumBridgeheadAtoms,0.7783198779516347
PEOE_VSA1,0.8058190456623489
PEOE_VSA2,0.8004143928252172
PEOE_VSA3,0.7932434703224824
PEOE_VSA4,0.7557852871443078
PEOE_VSA5,0.8364042189274955
PEOE_VSA6,0.8556892539362604
PEOE_VSA7,0.8055332935767758
PEOE_VSA8,0.7845994243282063
PEOE_VSA9,0.8330676915489413
PEOE_VSA10,0.8274683070346633
PEOE_VSA11,0.8068458845531918
PEOE_VSA12,0.7970869769842193
PEOE_VSA13,0.768605566982018
PEOE_VSA14,0.7794889395511653
PEOE_VSA_ALL_sum,0.8824633617133177
PEOE_VSA_ALL_ind,0.8865980343120368
SMR_VSA1,0.8038193470968026
SMR_VSA2,0.7924315552519471
SMR_VSA3,0.8253912026002727
SMR_VSA4,0.8077906133186008
SMR_VSA5,0.8186898769995675
SMR_VSA6,0.7651968438651628
SMR_VSA7,0.8574475331131406
SMR_VSA8,0.8142786025976756
SMR_VSA9,0.8365258510271678
SMR_VSA10,0.6685575394049177
SMR_VSA_ALL_SUM,0.8668962583749427
SMR_VSA_ALL_IND,0.8803254128582279
SlogP_VSA1,0.7930086781876924
SlogP_VSA2,0.8432584614313086
SlogP_VSA3,0.8076092594662435
SlogP_VSA4,0.7933330718826349
SlogP_VSA5,0.8189412599939419
SlogP_VSA6,0.8314495109247655
SlogP_VSA7,0.8156962461238907
SlogP_VSA8,0.8152116644492259
SlogP_VSA9,0.7838437546127506
SlogP_VSA10,0.8263809295645761
SlogP_VSA11,0.8166973803455939
SlogP_VSA12,0.8062043220041012
SlogP_VSA_ALL_sum,0.8423219274076089
SlogP_VSA_ALL_ind,0.8759180845655878
VSA_EState1,0.809964570207372
VSA_EState2,0.8273079509753886
VSA_EState3,0.8031250886106857
VSA_EState4,0.8213642155420106
VSA_EState5,0.8134615966301972
VSA_EState6,0.8297620090041338
VSA_EState7,0.8398730958207885
VSA_EState8,0.7916662177057429
VSA_EState9,0.7873879627884086
VSA_EState10,0.8195136763141277
VSA_EState_ALL_sum,0.8354009274759748
VSA_EState_ALL_ind,0.8837324730133741
Asphericity,0.8115449703359863
PBF,0.809120340484107
PMI1,0.8155824314636234
PMI2,0.7923253378947034
PMI3,0.814278114912139
PMI_ALL_sum,0.7855943617833501
PMI_ALL_ind,0.8150406311125895
NPR1,0.8048422374630895
NPR2,0.8111601608464037
NPR_ALL_sum,0.815323584787393
NPR_ALL_ind,0.8170314230874405
RadiusOfGyration,0.8347080903900064
InertialShapeFactor,0.7994677584434976
Eccentricity,0.808093909746493
SpherocityIndex,0.797134847347829
MQNs_,0.888995548871239
AUTOCORR2D,0.8735304122281128
AUTOCORR3D,0.8704215740442716
RDF,0.858193499910644
BCUT2D,0.8209171590122253
MORSE,0.8284623682949631
WHIM,0.8684377582223336
GETAWAY,0.8748623624305732
